IDs	baseMean	log2FoldChange	lfcSE	pvalue	padj
TRINITY_DN1359_c0_g1	31.41663098	-0.069630814	0.155278226	0.357795863	0.805713943
TRINITY_DN190_c1_g1	56.38489533	-0.069631443	0.13352316	0.35656261	0.805713943
TRINITY_DN3088_c0_g1	13.71056035	-0.069694052	0.186004288	0.355094609	0.805713943
TRINITY_DN408_c0_g1	12.57693918	-0.069758694	0.192834076	0.353175469	0.805713943
TRINITY_DN41_c0_g2	22.35852522	-0.069779512	0.169333146	0.356518159	0.805713943
TRINITY_DN5038_c0_g1	16.53029024	-0.069950409	0.183757979	0.354006645	0.805713943
TRINITY_DN10036_c0_g1	17.27390971	-0.069989603	0.183760465	0.353779911	0.805713943
TRINITY_DN4280_c0_g1	10.17110218	-0.070052168	0.200428188	0.349076975	0.804138295
TRINITY_DN5022_c1_g1	1.737071225	-0.070066094	0.276391543	0.214522895	NA
TRINITY_DN6714_c0_g1	3.496162874	-0.070083045	0.250216394	0.296025651	NA
TRINITY_DN3767_c0_g1	20.35095201	-0.070083402	0.171032321	0.354616181	0.805713943
TRINITY_DN704_c0_g1	7.147204994	-0.070083467	0.218721276	0.338590887	NA
TRINITY_DN3066_c0_g1	3.772706971	-0.070103683	0.247607492	0.301195762	NA
TRINITY_DN2249_c0_g1	49.73525918	-0.07016443	0.134233025	0.353288711	0.805713943
TRINITY_DN4526_c0_g1	6.008788984	-0.070186378	0.229698448	0.327696869	NA
TRINITY_DN11322_c0_g1	2.169691003	-0.070202275	0.26872313	0.244633777	NA
TRINITY_DN16225_c0_g1	3.07606779	-0.070245247	0.259167045	0.2740896	NA
TRINITY_DN1807_c0_g1	50.79377617	-0.070269632	0.130642209	0.352002728	0.805713943
TRINITY_DN3248_c0_g3	28.96970902	-0.070301955	0.162457392	0.353674489	0.805713943
TRINITY_DN1070_c0_g1	30.88499976	-0.07031905	0.15657459	0.35362583	0.805713943
TRINITY_DN5658_c0_g1	34.83027196	-0.070321957	0.149379846	0.353493381	0.805713943
TRINITY_DN3568_c0_g1	12.32397017	-0.070366152	0.193833367	0.34946824	0.804272224
TRINITY_DN3682_c0_g2	75.82694728	-0.070433759	0.122130476	0.348480413	0.803109239
TRINITY_DN4644_c0_g2	73.19574802	-0.070451839	0.120722502	0.347774196	0.80287122
TRINITY_DN18198_c0_g1	2.777120412	-0.070508606	0.259236409	0.272970218	NA
TRINITY_DN8670_c0_g1	1.717460872	-0.070582874	0.280039552	0.196902403	NA
TRINITY_DN9219_c0_g1	4.266721063	-0.070665122	0.240900971	0.310446504	NA
TRINITY_DN3295_c0_g1	4.473928598	-0.070701655	0.237202941	0.315767069	NA
TRINITY_DN8870_c0_g1	3.333057833	-0.070775413	0.253800706	0.28542062	NA
TRINITY_DN16866_c1_g1	1.459932511	-0.070802843	0.285427556	0.168788252	NA
TRINITY_DN9705_c0_g1	60.06177048	-0.070935325	0.12493081	0.346274527	0.802469822
TRINITY_DN9136_c0_g1	32.91590234	-0.071053098	0.153037998	0.349168491	0.804138295
TRINITY_DN2212_c0_g1	9.467929075	-0.071077362	0.205514489	0.341337449	0.797972169
TRINITY_DN6190_c0_g1	6.169561443	-0.071175489	0.224473077	0.328104754	NA
TRINITY_DN470_c1_g1	27.39342945	-0.071191359	0.15675916	0.348406711	0.803109239
TRINITY_DN897_c0_g1	14.69715772	-0.071203177	0.184147787	0.346780459	0.802524956
TRINITY_DN3056_c0_g1	20.51178645	-0.07122698	0.171596292	0.347900312	0.802883979
TRINITY_DN1728_c2_g1	101.5646713	-0.071253183	0.111519692	0.336858623	0.791950817
TRINITY_DN4261_c0_g1	12.34772414	-0.071292265	0.194945607	0.343997384	0.800536379
TRINITY_DN4179_c0_g1	3.687366006	-0.071393719	0.252069425	0.286819437	NA
TRINITY_DN8541_c0_g1	6.480928821	-0.071467203	0.221842497	0.328951469	NA
TRINITY_DN3311_c0_g1	10.01309789	-0.071550617	0.203041535	0.339846255	0.79599699
TRINITY_DN3696_c0_g1	13.79406242	-0.071595888	0.192936674	0.342847357	0.799135206
TRINITY_DN1326_c0_g1	11.55009286	-0.071673966	0.197315335	0.34120516	0.797943082
TRINITY_DN6875_c0_g1	2.404423201	-0.071704087	0.269925717	0.236490808	NA
TRINITY_DN5327_c0_g1	11.26445351	-0.071747195	0.202738394	0.338908303	0.795365343
TRINITY_DN6155_c0_g1	7.752241926	-0.071760371	0.2146493	0.332746338	0.789105625
TRINITY_DN432_c1_g1	8.954681695	-0.071767894	0.213901191	0.33318008	0.789105625
TRINITY_DN29491_c0_g1	36.74094145	-0.071968637	0.150464659	0.343611687	0.800107118
TRINITY_DN3965_c0_g1	34.13487341	-0.072041638	0.147162045	0.343000647	0.799135206
TRINITY_DN337_c5_g1	7.953936777	-0.072055149	0.225823749	0.322486673	0.781199324
TRINITY_DN16507_c0_g1	19.54057777	-0.072088378	0.169389292	0.343035209	0.799135206
TRINITY_DN8511_c0_g1	1.904034426	-0.072095137	0.273158126	0.223821401	NA
TRINITY_DN3244_c0_g1	22.19766123	-0.072096434	0.16975074	0.34297601	0.799135206
TRINITY_DN10208_c0_g1	23.91422053	-0.072112792	0.160933506	0.343016886	0.799135206
TRINITY_DN1283_c0_g2	37.93996881	-0.072145779	0.143287695	0.342090322	0.798610576
TRINITY_DN2839_c1_g1	6.538013909	-0.07217352	0.222728781	0.32466876	NA
TRINITY_DN1212_c0_g1	32.53654481	-0.072208211	0.14733068	0.342016228	0.798610576
TRINITY_DN12046_c0_g1	11.85065681	-0.072258248	0.194698518	0.338763495	0.795305836
TRINITY_DN14149_c0_g1	8.871213716	-0.072310091	0.207929171	0.333641109	0.789123447
TRINITY_DN271_c0_g2	86.0433462	-0.072357121	0.114803499	0.33220079	0.789105625
TRINITY_DN6270_c0_g1	1.961952109	-0.072359266	0.276147294	0.211570306	NA
TRINITY_DN5349_c0_g1	14.82019041	-0.072362079	0.181965145	0.340559	0.796711813
TRINITY_DN1510_c0_g1	82.2867776	-0.072374885	0.11611489	0.332953589	0.789105625
TRINITY_DN6937_c1_g1	3.763628767	-0.072378381	0.250709957	0.285745956	NA
TRINITY_DN56_c0_g1	13.74541816	-0.072416432	0.186835232	0.339564815	0.79599699
TRINITY_DN8523_c0_g1	2.504829201	-0.072461797	0.267429405	0.242837566	NA
TRINITY_DN11994_c0_g1	17.14504478	-0.072461867	0.182812253	0.339898409	0.79599699
TRINITY_DN10038_c0_g1	4.663314094	-0.072466621	0.241383459	0.301691265	NA
TRINITY_DN3299_c0_g2	37.52896743	-0.072487186	0.144899822	0.340177804	0.796099761
TRINITY_DN4521_c0_g1	2.532785662	-0.072523692	0.26633135	0.246109544	NA
TRINITY_DN8286_c0_g1	2.515370991	-0.072549136	0.265386188	0.24891435	NA
TRINITY_DN3233_c3_g1	8.863029172	-0.072562714	0.209635962	0.331470008	0.789105625
TRINITY_DN9506_c0_g1	1.482226907	-0.07258094	0.284728231	0.17204006	NA
TRINITY_DN7686_c0_g1	1.977143374	-0.072645857	0.276185891	0.210913195	NA
TRINITY_DN3333_c0_g1	57.75453634	-0.072664515	0.127460628	0.336198399	0.7915166
TRINITY_DN9203_c0_g1	5.671973162	-0.072689789	0.247520462	0.290560565	NA
TRINITY_DN10004_c0_g1	2.465651645	-0.072707669	0.265009039	0.249573767	NA
TRINITY_DN1681_c0_g1	63.25929975	-0.072722632	0.128390077	0.336105459	0.7915166
TRINITY_DN757_c3_g1	4.88624627	-0.07272697	0.236049605	0.307991909	NA
TRINITY_DN133_c3_g2	7.57217378	-0.072778395	0.217449277	0.325686802	0.784807358
TRINITY_DN1058_c0_g1	11.69878939	-0.072784831	0.194953431	0.33584101	0.791234764
TRINITY_DN430_c0_g1	183.6830771	-0.072902722	0.105271266	0.319853247	0.778875212
TRINITY_DN1322_c0_g1	69.49535281	-0.072938236	0.124481617	0.333515054	0.789105625
TRINITY_DN13250_c0_g1	54.40062346	-0.072964486	0.129519605	0.334920281	0.790070392
TRINITY_DN157_c0_g1	83.29223209	-0.072966894	0.116581029	0.329489579	0.787698964
TRINITY_DN9547_c0_g1	1.978494733	-0.073000693	0.274917722	0.21527274	NA
TRINITY_DN2526_c0_g1	66.64524013	-0.073006568	0.122909397	0.332477173	0.789105625
TRINITY_DN359_c9_g1	16.53946951	-0.0730374	0.183048873	0.336679118	0.791950817
TRINITY_DN7527_c0_g1	4.950433258	-0.073039188	0.242514548	0.297482679	NA
TRINITY_DN247_c0_g2	40.92263976	-0.073064304	0.141460018	0.336405873	0.791725099
TRINITY_DN16344_c0_g1	4.056057748	-0.073142243	0.245643349	0.291984795	NA
TRINITY_DN2424_c0_g1	1.726193619	-0.073151388	0.282570983	0.182311446	NA
TRINITY_DN391_c1_g1	57.1624334	-0.073155386	0.131193738	0.3341644	0.789335296
TRINITY_DN14_c0_g1	22.81333381	-0.073384814	0.164121581	0.335713877	0.791234764
TRINITY_DN1786_c2_g1	14.57121387	-0.073400163	0.185795611	0.334323451	0.789335296
TRINITY_DN1517_c0_g1	22.58117084	-0.07348146	0.17348939	0.334990796	0.790070392
TRINITY_DN18263_c0_g1	7.884832334	-0.073498951	0.220093507	0.320208297	0.778935639
TRINITY_DN5849_c0_g1	6.814252404	-0.073546339	0.23181691	0.309277813	NA
TRINITY_DN3442_c0_g2	14.36136769	-0.073566862	0.186681654	0.333284878	0.789105625
TRINITY_DN4191_c0_g1	8.383306925	-0.073573138	0.211292202	0.32540724	0.784417597
TRINITY_DN3233_c0_g1	39.43404902	-0.073588385	0.143309904	0.333497332	0.789105625
TRINITY_DN2246_c0_g1	21.94592808	-0.073598802	0.173823003	0.334321931	0.789335296
TRINITY_DN654_c2_g1	15.58363306	-0.073644933	0.184320665	0.333188719	0.789105625
TRINITY_DN536_c0_g1	2.064829515	-0.073655925	0.27733408	0.204596734	NA
TRINITY_DN8407_c0_g1	62.49593395	-0.073718057	0.129028788	0.330186977	0.789082875
TRINITY_DN3162_c0_g1	10.50038993	-0.073772981	0.201509561	0.328618237	0.786463056
TRINITY_DN6452_c0_g1	2.756722581	-0.073787441	0.263707901	0.250083851	NA
TRINITY_DN3739_c0_g1	40.15215567	-0.073790348	0.143551759	0.332333818	0.789105625
TRINITY_DN3354_c1_g1	18.17630794	-0.073805712	0.177102273	0.33299387	0.789105625
TRINITY_DN20961_c0_g1	1.685891288	-0.073845965	0.279129093	0.196923553	NA
TRINITY_DN3483_c1_g1	4.687487266	-0.073884821	0.242907422	0.293294741	NA
TRINITY_DN2005_c0_g1	386.8390712	-0.073887407	0.082736889	0.266756343	0.72283782
TRINITY_DN4755_c2_g1	12.00766984	-0.073890892	0.198311708	0.329017693	0.786853377
TRINITY_DN5345_c0_g1	18.95401588	-0.073944504	0.171829353	0.332474875	0.789105625
TRINITY_DN12721_c0_g1	15.76456365	-0.073956109	0.181705273	0.33178915	0.789105625
TRINITY_DN8428_c0_g1	22.47859388	-0.074019973	0.169120656	0.332114236	0.789105625
TRINITY_DN6431_c0_g1	4.84194567	-0.074031035	0.24763451	0.284951785	NA
TRINITY_DN18139_c0_g1	590.1604697	-0.074031625	0.078758711	0.252715052	0.71337506
TRINITY_DN5570_c0_g1	7.618864685	-0.074234677	0.222688589	0.314637005	0.77381954
TRINITY_DN1881_c0_g1	2.88200453	-0.074367796	0.263560778	0.2487483	NA
TRINITY_DN1992_c0_g1	14.7776897	-0.074404667	0.188315886	0.3285171	0.786463056
TRINITY_DN3869_c0_g1	9.668852037	-0.074477187	0.205555922	0.323467643	0.781723255
TRINITY_DN8340_c0_g2	13.13772664	-0.074536082	0.194049393	0.326723248	0.785598912
TRINITY_DN980_c0_g1	14.26064096	-0.074584761	0.192110112	0.326879276	0.785610749
TRINITY_DN2165_c0_g1	66.06394616	-0.074596894	0.123455623	0.322919483	0.781199324
TRINITY_DN17272_c0_g1	86.07332234	-0.074657888	0.124678419	0.323042651	0.781199324
TRINITY_DN233_c4_g1	12.51775079	-0.074677509	0.192947139	0.326218349	0.785519627
TRINITY_DN5631_c0_g1	3.20094846	-0.074731421	0.255525277	0.266988634	NA
TRINITY_DN2439_c2_g2	3.35235629	-0.074756598	0.266118277	0.240495325	NA
TRINITY_DN14190_c0_g1	18.26404939	-0.074783584	0.175096546	0.327739323	0.786054904
TRINITY_DN4435_c0_g1	27.58578818	-0.074882382	0.155285557	0.326964161	0.785610749
TRINITY_DN2252_c0_g2	4.078512753	-0.074882737	0.2479792	0.280994211	NA
TRINITY_DN172_c2_g1	21.20039165	-0.07488853	0.168734555	0.327303557	0.785859028
TRINITY_DN2609_c0_g1	4.015393043	-0.074889685	0.249989161	0.277394046	NA
TRINITY_DN26066_c0_g1	1.613670914	-0.074971897	0.287919438	0.15536405	NA
TRINITY_DN354_c0_g1	22.09224039	-0.075046167	0.165559505	0.326416539	0.785598912
TRINITY_DN8880_c0_g1	1.501669903	-0.075068063	0.286158588	0.164104592	NA
TRINITY_DN15888_c0_g2	2.166765717	-0.075095234	0.280237145	0.19070561	NA
TRINITY_DN6972_c0_g1	4.354526948	-0.075237949	0.245928397	0.283017814	NA
TRINITY_DN14329_c0_g1	12.88950503	-0.075362926	0.193204337	0.322575901	0.781199324
TRINITY_DN2107_c0_g1	11.26596471	-0.075484203	0.201202599	0.31989088	0.778875212
TRINITY_DN9550_c0_g1	18.64443733	-0.07551714	0.176083961	0.323724165	0.782059321
TRINITY_DN280_c0_g2	1.764481151	-0.07566516	0.283043584	0.178153841	NA
TRINITY_DN1628_c0_g1	5.484917895	-0.075677392	0.239769684	0.290254313	NA
TRINITY_DN222_c1_g2	55.50713898	-0.075735291	0.132669676	0.319102662	0.778362551
TRINITY_DN7577_c3_g1	16.06042838	-0.075858751	0.183534184	0.321401862	0.780128908
TRINITY_DN4639_c1_g1	10.46234492	-0.075864276	0.202107232	0.317674979	0.77674624
TRINITY_DN4279_c0_g1	6.976460454	-0.075877315	0.224351633	0.305560428	NA
TRINITY_DN5582_c0_g1	9.138942721	-0.075916932	0.214899531	0.311805239	0.77088722
TRINITY_DN2660_c0_g1	3.306400678	-0.076071177	0.25780505	0.25746158	NA
TRINITY_DN2051_c0_g1	20.18205222	-0.076075169	0.174086981	0.320790906	0.779214101
TRINITY_DN4845_c0_g1	2.091745714	-0.076105821	0.277615089	0.199661282	NA
TRINITY_DN1757_c0_g1	29.15295874	-0.076110024	0.164549479	0.320555631	0.779211169
TRINITY_DN7726_c0_g1	7.03651478	-0.076113187	0.221339491	0.306750479	NA
TRINITY_DN1926_c0_g1	19.94654905	-0.076133226	0.171414627	0.320516264	0.779211169
TRINITY_DN62_c0_g1	38.72547075	-0.076133339	0.143379786	0.318772438	0.778362551
TRINITY_DN6443_c0_g1	42.91971945	-0.076177672	0.148735179	0.319154366	0.778362551
TRINITY_DN3323_c1_g1	24.07328735	-0.076263712	0.167724522	0.319793469	0.778875212
TRINITY_DN5619_c0_g1	5.31461413	-0.076319149	0.234853461	0.293536719	NA
TRINITY_DN10327_c0_g1	1.525984773	-0.076376178	0.288163018	0.154195878	NA
TRINITY_DN1330_c0_g1	1.824126318	-0.076436732	0.282687655	0.179038683	NA
TRINITY_DN8945_c0_g1	3.32284069	-0.076503106	0.257995337	0.255625136	NA
TRINITY_DN9135_c0_g1	1.949343522	-0.076512595	0.284443867	0.171393996	NA
TRINITY_DN2918_c0_g1	44.29473602	-0.076526154	0.137429033	0.315561394	0.774178383
TRINITY_DN3907_c1_g1	2.797038834	-0.076527947	0.263262434	0.243158872	NA
TRINITY_DN6706_c0_g1	3.738348257	-0.07654881	0.256301193	0.2590928	NA
TRINITY_DN8515_c0_g1	1.325472634	-0.076593866	0.295219631	0.117176432	NA
TRINITY_DN5406_c0_g1	3.625679579	-0.076629063	0.257558585	0.256160551	NA
TRINITY_DN3206_c0_g1	11.32718473	-0.07666414	0.202863248	0.313422101	0.772589539
TRINITY_DN2493_c0_g2	41.58798245	-0.076690031	0.141973171	0.31541387	0.774178383
TRINITY_DN24355_c0_g1	2.017721381	-0.076713297	0.278428592	0.195697312	NA
TRINITY_DN4909_c0_g1	4.01885163	-0.076714511	0.247811225	0.27422631	NA
TRINITY_DN7116_c0_g2	12.40530365	-0.076720607	0.197179142	0.314734652	0.77381954
TRINITY_DN9266_c1_g1	14.7619358	-0.076734595	0.188341221	0.316286322	0.77479942
TRINITY_DN32109_c0_g1	2.500514311	-0.076803797	0.269877897	0.224234433	NA
TRINITY_DN1128_c0_g1	5.468719774	-0.076836644	0.236977532	0.288888543	NA
TRINITY_DN331_c1_g2	3.510208603	-0.076871693	0.266622656	0.233373998	NA
TRINITY_DN8681_c0_g1	3.089867388	-0.076964372	0.261117662	0.247085183	NA
TRINITY_DN12750_c0_g1	6.886320659	-0.076991384	0.226971088	0.298316714	NA
TRINITY_DN3265_c0_g1	13.19665619	-0.077058063	0.193017345	0.313900023	0.773195099
TRINITY_DN4702_c0_g1	6.65391832	-0.077064931	0.229739138	0.295524783	NA
TRINITY_DN3036_c0_g1	5.28822963	-0.077076488	0.235098523	0.290023631	NA
TRINITY_DN21557_c0_g1	4.412465727	-0.07718514	0.246820981	0.274024076	NA
TRINITY_DN16238_c0_g1	3.304323876	-0.077199735	0.256650252	0.256195021	NA
TRINITY_DN1409_c0_g1	38.68378319	-0.077259177	0.144988186	0.3126579	0.772135126
TRINITY_DN5929_c0_g1	1.635406181	-0.077293598	0.289568746	0.147443748	NA
TRINITY_DN2301_c0_g1	13.61928752	-0.07730135	0.189522418	0.313221898	0.772381999
TRINITY_DN9808_c0_g1	4.289831177	-0.077333641	0.246138179	0.274515759	NA
TRINITY_DN13671_c0_g1	21.21990137	-0.077394508	0.170425205	0.313786808	0.773195099
TRINITY_DN678_c0_g1	72.3707734	-0.077429769	0.12445635	0.30648247	0.762967179
TRINITY_DN6514_c1_g1	4.597105871	-0.077474063	0.247834448	0.271326635	NA
TRINITY_DN8560_c0_g1	310.8135775	-0.077477673	0.082875355	0.244717	0.707294262
TRINITY_DN1091_c0_g1	12.84984867	-0.077477755	0.20225716	0.309588483	0.767401385
TRINITY_DN1569_c0_g1	22.13042544	-0.077485249	0.180363448	0.313133043	0.772381999
TRINITY_DN2998_c0_g1	6.934971243	-0.077595958	0.235515579	0.287369212	NA
TRINITY_DN13944_c0_g1	7.794097746	-0.077714718	0.219835355	0.300345118	0.755968693
TRINITY_DN720_c0_g1	41.74748267	-0.077724422	0.145379902	0.310130855	0.768173822
TRINITY_DN20398_c0_g1	12.48510063	-0.077862973	0.193625588	0.309736086	0.767481525
TRINITY_DN3571_c1_g1	26.89451136	-0.077941502	0.162483281	0.310601563	0.768767736
TRINITY_DN1646_c0_g1	8.751148497	-0.077988384	0.217424172	0.300562966	0.755968693
TRINITY_DN7112_c0_g1	9.34818994	-0.078016097	0.20921235	0.304499509	0.761305945
TRINITY_DN1476_c0_g2	2.860540901	-0.078032975	0.268115393	0.226312621	NA
TRINITY_DN4365_c0_g1	46.8269265	-0.078098715	0.138751386	0.306933688	0.762967179
TRINITY_DN826_c1_g1	166.7289248	-0.078235099	0.105151102	0.2865352	0.741435586
TRINITY_DN6203_c1_g1	2.775321009	-0.078377045	0.265775312	0.231635006	NA
TRINITY_DN3020_c0_g1	1.805681422	-0.07843693	0.283557679	0.173754697	NA
TRINITY_DN766_c1_g1	1.796783171	-0.078445922	0.283942076	0.172188287	NA
TRINITY_DN4609_c0_g1	6.085889669	-0.078481965	0.234150816	0.28511605	NA
TRINITY_DN166_c2_g1	14.97385068	-0.078503519	0.188933846	0.307226646	0.762967179
TRINITY_DN5081_c0_g1	6.817651401	-0.078510086	0.244377981	0.272601998	NA
TRINITY_DN2259_c1_g1	63.74350235	-0.078516914	0.1260352	0.300873349	0.75604757
TRINITY_DN2328_c0_g1	15.14570258	-0.078572505	0.188431061	0.306939648	0.762967179
TRINITY_DN5000_c0_g1	6.325873397	-0.078626287	0.230116164	0.288398272	NA
TRINITY_DN4303_c0_g1	6.982366707	-0.07864565	0.22468113	0.292781693	NA
TRINITY_DN6612_c0_g1	8.477532566	-0.0786543	0.219196273	0.296455938	0.75175802
TRINITY_DN4765_c1_g1	2.510211437	-0.07866276	0.270529033	0.218039851	NA
TRINITY_DN3493_c0_g1	138.0684858	-0.078667513	0.105087082	0.283876479	0.740035081
TRINITY_DN2196_c1_g1	47.58840255	-0.078741667	0.141442045	0.303889899	0.760352855
TRINITY_DN79_c0_g2	13.48830209	-0.078753874	0.191484739	0.305644812	0.762165977
TRINITY_DN478_c3_g1	4.572022503	-0.078829196	0.252227496	0.259092036	NA
TRINITY_DN5330_c0_g1	3.98218414	-0.078881591	0.249495784	0.263497942	NA
TRINITY_DN6906_c1_g1	2.542978944	-0.078892874	0.27002504	0.218950353	NA
TRINITY_DN25538_c0_g1	3.742777228	-0.078942492	0.256009816	0.251755705	NA
TRINITY_DN3326_c0_g1	8.994364283	-0.078987745	0.215943907	0.296789346	0.75219774
TRINITY_DN9520_c0_g1	35.69429752	-0.079059147	0.168076541	0.305013846	0.761802489
TRINITY_DN359_c0_g1	96.89622542	-0.079060977	0.111167878	0.28820152	0.742182515
TRINITY_DN17252_c0_g1	2.763526296	-0.07906574	0.266396953	0.228248818	NA
TRINITY_DN1644_c0_g1	37.34665161	-0.079150168	0.152356795	0.303283723	0.75940693
TRINITY_DN2511_c0_g1	18.16616704	-0.07915035	0.176473318	0.304700326	0.761522062
TRINITY_DN847_c0_g1	2.283507062	-0.079182246	0.273783335	0.207271508	NA
TRINITY_DN1618_c0_g1	5.05125952	-0.079245636	0.243575908	0.270900424	NA
TRINITY_DN2560_c0_g1	8.290497782	-0.079254002	0.215335387	0.295889118	0.75175802
TRINITY_DN2019_c0_g1	73.68078579	-0.079259325	0.120508989	0.29395043	0.749567967
TRINITY_DN12570_c0_g1	4.403294577	-0.079310238	0.246996438	0.265817063	NA
TRINITY_DN1941_c0_g1	14.25339956	-0.079314524	0.191413225	0.302887362	0.758985342
TRINITY_DN25811_c0_g1	9.453768888	-0.079378749	0.213370396	0.296282798	0.75175802
TRINITY_DN4125_c0_g1	7.706950345	-0.079392791	0.221470101	0.291711626	0.746145219
TRINITY_DN3889_c2_g1	16.32752019	-0.079440502	0.187963774	0.30267055	0.758727605
TRINITY_DN4127_c0_g1	5.787668174	-0.079496525	0.236969825	0.277960642	NA
TRINITY_DN11222_c0_g1	50.48338232	-0.079553015	0.139742488	0.299117892	0.754081747
TRINITY_DN1904_c0_g1	4.098352368	-0.079601258	0.249955229	0.260202408	NA
TRINITY_DN1873_c2_g1	29.5399434	-0.079780496	0.234123916	0.279775851	0.734928808
TRINITY_DN11278_c1_g1	10.89670817	-0.0797828	0.201702002	0.298605174	0.754081747
TRINITY_DN4482_c0_g1	9.065473798	-0.079818467	0.211030346	0.295297698	0.750787019
TRINITY_DN19350_c0_g1	2.818390173	-0.079900535	0.266143404	0.226736475	NA
TRINITY_DN2259_c2_g1	2.508414463	-0.079955384	0.270584992	0.214992716	NA
TRINITY_DN11718_c3_g1	1.533491357	-0.079981276	0.290130654	0.145186841	NA
TRINITY_DN11806_c0_g1	214.4467057	-0.080081443	0.090380998	0.249384768	0.710281436
TRINITY_DN2415_c0_g1	215.1704593	-0.080123747	0.092289214	0.253465189	0.71337506
TRINITY_DN2500_c0_g1	3.602562624	-0.080136156	0.258922215	0.242242684	NA
TRINITY_DN3605_c0_g1	14.97103482	-0.080137087	0.189152915	0.299129727	0.754081747
TRINITY_DN2297_c0_g1	14.12954217	-0.080173855	0.191653402	0.298661472	0.754081747
TRINITY_DN12764_c0_g1	13.58099226	-0.080219147	0.193771516	0.298144984	0.754081747
TRINITY_DN11598_c0_g1	70.18015171	-0.080266361	0.123790805	0.289975739	0.744278516
TRINITY_DN870_c0_g1	30.81589019	-0.080267954	0.156204991	0.297833178	0.754081747
TRINITY_DN12311_c0_g1	9.554855241	-0.080380811	0.21439725	0.291239375	0.745223581
TRINITY_DN2979_c4_g1	4.145646404	-0.080392098	0.253556223	0.25149433	NA
TRINITY_DN10987_c0_g1	4.371275096	-0.080396048	0.248849913	0.259128288	NA
TRINITY_DN6943_c0_g1	9.586767931	-0.080476957	0.209319961	0.292950126	0.748450476
TRINITY_DN4638_c0_g1	3.535878748	-0.080642531	0.256364373	0.245640573	NA
TRINITY_DN1087_c0_g1	74.60093803	-0.080711081	0.127504027	0.289155234	0.742975163
TRINITY_DN15436_c0_g1	6.584914969	-0.080783928	0.229466017	0.279862739	NA
TRINITY_DN6301_c0_g2	34.03078083	-0.080809376	0.151763801	0.294463555	0.750301702
TRINITY_DN2439_c6_g1	3.528282513	-0.080813426	0.258421198	0.241187589	NA
TRINITY_DN5230_c0_g1	41.42523862	-0.080851183	0.141960468	0.292588299	0.747813013
TRINITY_DN3512_c0_g1	3.562585239	-0.080879004	0.256436995	0.244762848	NA
TRINITY_DN6138_c0_g1	11.15678134	-0.080924985	0.201629824	0.293247521	0.748922897
TRINITY_DN10636_c0_g1	6.00148697	-0.081085793	0.234487685	0.274145155	NA
TRINITY_DN15079_c0_g1	4.970603575	-0.081087847	0.246961289	0.259442496	NA
TRINITY_DN3663_c0_g1	22.7867721	-0.081111753	0.172565954	0.294774477	0.750458708
TRINITY_DN7640_c0_g1	3.796330654	-0.081160396	0.255440168	0.245688536	NA
TRINITY_DN7314_c0_g1	7.037229013	-0.081169053	0.230689101	0.277251696	NA
TRINITY_DN10866_c1_g1	24.41457773	-0.081182247	0.166245926	0.294074573	0.749597437
TRINITY_DN215_c4_g1	5.895878913	-0.081193052	0.236971826	0.27122986	NA
TRINITY_DN509_c0_g1	6.144506097	-0.081221167	0.235112474	0.272998589	NA
TRINITY_DN15083_c0_g1	62.5614206	-0.081239386	0.126577624	0.285863271	0.741373725
TRINITY_DN1485_c0_g1	6.217673172	-0.081289362	0.2341625	0.273643982	NA
TRINITY_DN3439_c0_g1	26.87031021	-0.081289696	0.165327268	0.29346531	0.748958089
TRINITY_DN22910_c0_g1	20.07059473	-0.081325287	0.175439315	0.293801261	0.749474633
TRINITY_DN1063_c0_g1	84.13888794	-0.081394754	0.117270938	0.279820446	0.734928808
TRINITY_DN33756_c0_g1	1.63325475	-0.081425163	0.291341147	0.140022686	NA
TRINITY_DN5716_c0_g1	1.541515473	-0.081439921	0.292642661	0.134256821	NA
TRINITY_DN12884_c1_g1	5.466469738	-0.081521018	0.246175814	0.258986514	NA
TRINITY_DN2573_c0_g1	7.050002423	-0.081586179	0.227062172	0.278409608	NA
TRINITY_DN7694_c0_g1	1.826527822	-0.08161728	0.286045077	0.161734314	NA
TRINITY_DN29509_c0_g1	75.95719778	-0.081674547	0.123676315	0.282116841	0.737377639
TRINITY_DN6716_c0_g1	3.593429379	-0.081680453	0.256914368	0.241397211	NA
TRINITY_DN15767_c0_g1	4.514167793	-0.081771194	0.24948712	0.253396223	NA
TRINITY_DN4455_c0_g1	15.48683541	-0.081836833	0.190327795	0.290842445	0.745088282
TRINITY_DN1084_c0_g1	34.40234265	-0.08184795	0.152365326	0.289185635	0.742975163
TRINITY_DN372_c4_g1	48.40010707	-0.081887779	0.13542164	0.285484153	0.741217209
TRINITY_DN3251_c0_g1	11.84549565	-0.081888294	0.199828054	0.289184152	0.742975163
TRINITY_DN33599_c0_g1	13.16760169	-0.081918911	0.193263744	0.290129518	0.744312668
TRINITY_DN5410_c0_g1	38.160782	-0.081994254	0.147435454	0.287638349	0.741435586
TRINITY_DN2440_c1_g1	4.831747138	-0.082013363	0.24713453	0.255930301	NA
TRINITY_DN6679_c0_g1	15.52712282	-0.082142931	0.209447725	0.285369771	0.741217209
TRINITY_DN5582_c1_g1	2.086868699	-0.0821595	0.283076537	0.172245899	NA
