IDs	baseMean	log2FoldChange	lfcSE	pvalue	padj
TRINITY_DN17090_c1_g1	2.48762376	0.06787238	0.263333875	0.269976851	NA
TRINITY_DN3778_c1_g1	22.97367829	0.067861181	0.173026371	0.367753201	0.810484472
TRINITY_DN1256_c1_g1	89.93793388	0.067840478	0.131785505	0.367870843	0.810484472
TRINITY_DN2693_c0_g1	35.16695308	0.067824709	0.143936101	0.368931132	0.811222353
TRINITY_DN3405_c0_g1	76.95132608	0.067808152	0.120797419	0.365241637	0.81037726
TRINITY_DN348_c0_g1	12.77851198	0.06776015	0.190438829	0.365387884	0.81037726
TRINITY_DN3877_c0_g1	7.689413209	0.067710272	0.210947345	0.356922008	0.805713943
TRINITY_DN14629_c0_g1	77.51986379	0.067669291	0.125258878	0.367657676	0.810484472
TRINITY_DN2741_c3_g1	11.18600255	0.067626842	0.195946482	0.36451811	0.810369119
TRINITY_DN2768_c0_g1	27.37404047	0.067614051	0.154784486	0.37028364	0.811222353
TRINITY_DN24033_c0_g1	1.260374631	0.06758887	0.286116957	0.164499809	NA
TRINITY_DN5270_c0_g1	8.570507167	0.067582823	0.207470455	0.359692769	0.806252834
TRINITY_DN4882_c0_g1	23.44732034	0.067578599	0.163794105	0.370173454	0.811222353
TRINITY_DN9426_c0_g1	22.93807901	0.067548349	0.163070845	0.370398912	0.811222353
TRINITY_DN8836_c0_g1	66.60579855	0.067458672	0.124858411	0.368951942	0.811222353
TRINITY_DN1996_c2_g1	6.693551218	0.067422304	0.222318597	0.349633982	NA
TRINITY_DN2058_c0_g1	18.29067242	0.067393653	0.175957211	0.370272581	0.811222353
TRINITY_DN696_c0_g1	59.58192084	0.06735389	0.135173426	0.371466807	0.812137562
TRINITY_DN5478_c0_g1	47.44816407	0.067350709	0.133182035	0.371272	0.812066025
TRINITY_DN1102_c0_g1	65.71239555	0.067340832	0.138825382	0.371831457	0.81222006
TRINITY_DN1634_c0_g1	26.61802815	0.067315217	0.158167833	0.372064394	0.81222006
TRINITY_DN747_c0_g1	6.730383347	0.067249416	0.219599732	0.353040438	NA
TRINITY_DN1903_c0_g1	29.91978449	0.067221997	0.150765119	0.372825162	0.812526982
TRINITY_DN10541_c1_g1	1.527996737	0.067167611	0.279174991	0.205376405	NA
TRINITY_DN2674_c0_g1	135.8398064	0.067140873	0.102886598	0.355713605	0.805713943
TRINITY_DN2744_c0_g1	15.1675453	0.06711	0.179244504	0.371548665	0.812137562
TRINITY_DN1433_c0_g1	31.14948874	0.067052317	0.149742952	0.373916629	0.814221139
TRINITY_DN2702_c0_g1	142.525142	0.066975438	0.099289994	0.351772656	0.805713943
TRINITY_DN17771_c0_g1	1.489212994	0.066927823	0.279279465	0.20511486	NA
TRINITY_DN4042_c0_g1	112.3479949	0.066920029	0.109850701	0.364667326	0.81037726
TRINITY_DN1963_c0_g1	5.968418916	0.066878094	0.221664412	0.353204709	NA
TRINITY_DN1141_c0_g1	99.26996224	0.066862861	0.110413258	0.365536841	0.810437659
TRINITY_DN2163_c0_g1	37.0703482	0.066844219	0.150149153	0.375243125	0.815661969
TRINITY_DN3009_c0_g1	28.13157401	0.066771684	0.154463909	0.375616289	0.815672946
TRINITY_DN1964_c0_g1	7.56962634	0.066735931	0.217666886	0.357507608	0.805713943
TRINITY_DN849_c11_g1	1.269272882	0.066728581	0.285904225	0.165647131	NA
TRINITY_DN836_c0_g1	19.49398011	0.066702229	0.166921559	0.37541702	0.815661969
TRINITY_DN6689_c0_g1	3.233252664	0.066695191	0.250953901	0.308796212	NA
TRINITY_DN5313_c0_g1	77.95516353	0.066683738	0.116383729	0.370816469	0.811336199
TRINITY_DN11018_c0_g2	11.13187452	0.066666882	0.209058375	0.364000842	0.810065498
TRINITY_DN3105_c0_g1	4.397726777	0.066616328	0.238533554	0.333435863	NA
TRINITY_DN7214_c0_g1	26.03923939	0.066589162	0.15530296	0.376751865	0.816278458
TRINITY_DN3103_c0_g1	9.714564879	0.06657701	0.199930911	0.369160139	0.811222353
TRINITY_DN1457_c0_g1	10.06208905	0.066533886	0.204628557	0.367231283	0.810484472
TRINITY_DN866_c1_g1	2.456289225	0.066453856	0.260562351	0.283795808	NA
TRINITY_DN13605_c0_g1	63.28052708	0.066367129	0.123539146	0.375929292	0.816086477
TRINITY_DN18160_c0_g1	13.26606371	0.066361984	0.189534869	0.373969397	0.814221139
TRINITY_DN4308_c1_g1	23.5547955	0.066326286	0.160367866	0.378202528	0.817287817
TRINITY_DN18993_c0_g1	1.357364329	0.066234853	0.28478166	0.172933807	NA
TRINITY_DN14829_c0_g2	2.266195099	0.066075237	0.264808483	0.270964787	NA
TRINITY_DN932_c0_g1	27.80014385	0.066038733	0.152820057	0.380358289	0.818885041
TRINITY_DN9245_c0_g1	3.522280584	0.066021778	0.246192492	0.322296072	NA
TRINITY_DN414_c0_g2	4.7908635	0.065976279	0.238209997	0.337165078	NA
TRINITY_DN90_c1_g1	38.12482358	0.065971665	0.141027198	0.380880426	0.819354403
TRINITY_DN6921_c0_g1	4.111954909	0.065969712	0.240734704	0.332935744	NA
TRINITY_DN6802_c0_g1	3.822862341	0.06592825	0.24420438	0.326722978	NA
TRINITY_DN6891_c0_g1	2.885653528	0.065848712	0.256077264	0.299344102	NA
TRINITY_DN2492_c2_g1	10.83840978	0.065727074	0.194327894	0.376352962	0.816278458
TRINITY_DN5245_c0_g1	46.43982085	0.065628508	0.136229974	0.382961387	0.820720983
TRINITY_DN1320_c0_g1	61.47344489	0.065618305	0.126430946	0.381768948	0.819847852
TRINITY_DN411_c0_g1	13.54559101	0.065535578	0.183015704	0.380539248	0.818885041
TRINITY_DN6693_c0_g1	2.977146951	0.06549498	0.26039478	0.287912419	NA
TRINITY_DN2436_c0_g1	89.19858914	0.065484068	0.116714377	0.379301406	0.818534442
TRINITY_DN9560_c0_g1	1.968072276	0.065410852	0.271793113	0.244877184	NA
TRINITY_DN2908_c0_g1	1.484885412	0.065355901	0.278403393	0.211937129	NA
TRINITY_DN3677_c0_g1	94.27722129	0.065249378	0.112362198	0.378323979	0.817287817
TRINITY_DN577_c0_g1	55.47020769	0.065248932	0.134110178	0.385361876	0.822552033
TRINITY_DN2478_c0_g1	26.08724632	0.065235475	0.154140679	0.385508832	0.822552033
TRINITY_DN1839_c0_g1	26.40430013	0.065216245	0.155150652	0.38558748	0.822552033
TRINITY_DN4945_c1_g1	13.89650413	0.06516196	0.18575245	0.382253857	0.820343243
TRINITY_DN5441_c0_g1	3.703746252	0.065007935	0.245624652	0.328284576	NA
TRINITY_DN8679_c0_g1	648.5796307	0.064933861	0.075952744	0.305223757	0.761802489
TRINITY_DN60_c0_g1	23.03444656	0.064926669	0.162046161	0.387045939	0.823833716
TRINITY_DN9604_c0_g1	49.07085329	0.064925656	0.134349854	0.387565348	0.824148861
TRINITY_DN3370_c0_g1	13.71987108	0.064897002	0.18766403	0.383421735	0.820917514
TRINITY_DN5158_c0_g1	8.96501773	0.064884995	0.205339115	0.376568453	0.816278458
TRINITY_DN6955_c0_g1	3.411034433	0.064872866	0.252412712	0.313259914	NA
TRINITY_DN25647_c0_g1	4.935811945	0.0648542	0.230300127	0.354595344	NA
TRINITY_DN3038_c1_g1	32.10821522	0.064755106	0.147464057	0.388898129	0.825237299
TRINITY_DN12458_c0_g1	44.59299416	0.064696944	0.137130941	0.389266118	0.825237299
TRINITY_DN616_c0_g1	106.0439089	0.064692122	0.10895958	0.379614193	0.818534442
TRINITY_DN11754_c0_g1	1.342906357	0.064602294	0.284536116	0.174459204	NA
TRINITY_DN2278_c0_g1	304.4101417	0.064601732	0.083710364	0.334294477	0.789335296
TRINITY_DN5498_c1_g1	17.69428817	0.064584202	0.170670178	0.388438868	0.825215694
TRINITY_DN3865_c0_g1	30.70083646	0.064551106	0.157746409	0.38977519	0.825237299
TRINITY_DN12558_c0_g1	5.38288495	0.0645489	0.225370362	0.362256861	NA
TRINITY_DN2662_c0_g1	13.16728848	0.064538071	0.187223256	0.385766792	0.822552033
TRINITY_DN3204_c1_g2	13.44002883	0.064533852	0.188577585	0.385431291	0.822552033
TRINITY_DN9722_c0_g1	20.22441353	0.064496529	0.183610271	0.386888637	0.823762247
TRINITY_DN29571_c0_g1	12.90167387	0.06447241	0.188532382	0.385826074	0.822552033
TRINITY_DN184_c0_g1	41.13801623	0.064437183	0.137455747	0.391035087	0.825237299
TRINITY_DN15789_c0_g2	2.9895615	0.064399655	0.254028011	0.311098987	NA
TRINITY_DN6_c0_g1	5.494507361	0.064387019	0.228144838	0.359889489	NA
TRINITY_DN5549_c0_g1	6.232167245	0.064380531	0.220194081	0.368570326	NA
TRINITY_DN14235_c0_g1	11.73114661	0.064351943	0.189686856	0.38624854	0.823189109
TRINITY_DN5533_c1_g1	10.86779846	0.064336782	0.192002618	0.385630854	0.822552033
TRINITY_DN8001_c0_g1	7.855122532	0.064319594	0.209228625	0.377611542	0.816278458
TRINITY_DN625_c1_g1	31.09964977	0.064319056	0.147415037	0.3917956	0.825237299
TRINITY_DN3076_c1_g1	9.532378249	0.064311458	0.210096011	0.377089059	0.816278458
TRINITY_DN12347_c0_g1	5.432604296	0.064235588	0.224640881	0.364829164	NA
TRINITY_DN2763_c0_g1	2771.280271	0.064213116	0.060448217	0.234868541	0.700012417
TRINITY_DN7682_c0_g1	10.07522847	0.06420872	0.199020266	0.38376602	0.821304786
TRINITY_DN2_c0_g1	15.76673714	0.06416968	0.178399541	0.389974076	0.825237299
TRINITY_DN3019_c0_g1	1.606559462	0.064167638	0.278104303	0.215285346	NA
TRINITY_DN4400_c0_g1	69.52533284	0.064162301	0.120129703	0.390064497	0.825237299
TRINITY_DN2082_c0_g1	12.69673928	0.064124649	0.193212192	0.386543054	0.823553169
TRINITY_DN4404_c0_g1	7.382079191	0.064112024	0.217053556	0.372964849	NA
TRINITY_DN158_c1_g1	19.53713247	0.064111627	0.171448475	0.39137695	0.825237299
TRINITY_DN701_c0_g1	51.15051107	0.064104373	0.132589276	0.393030245	0.826861789
TRINITY_DN4247_c0_g1	75.29791777	0.06400466	0.127475459	0.3930844	0.826861789
TRINITY_DN800_c0_g1	15.69107406	0.063992422	0.17716638	0.391313758	0.825237299
TRINITY_DN7881_c1_g1	2.804049932	0.063974596	0.255479273	0.308904777	NA
TRINITY_DN4797_c0_g1	8.015932644	0.063949906	0.209317296	0.379761624	0.818534442
TRINITY_DN6220_c0_g1	7.342555169	0.063944034	0.211925501	0.378001271	NA
TRINITY_DN310_c0_g1	13.935567	0.063888934	0.187681759	0.389710427	0.825237299
TRINITY_DN2873_c1_g1	22.73113187	0.063877024	0.160833645	0.393966651	0.826861789
TRINITY_DN8901_c0_g1	2.697907806	0.06383588	0.257054524	0.304874127	NA
TRINITY_DN4071_c0_g1	20.21941732	0.063833257	0.167452147	0.393640006	0.826861789
TRINITY_DN3371_c1_g1	13.40281096	0.063832058	0.185007869	0.390754077	0.825237299
TRINITY_DN1334_c0_g1	27.24467223	0.063808002	0.154824155	0.394844248	0.827209882
TRINITY_DN2561_c0_g1	6.326298087	0.063781928	0.224105184	0.367991153	NA
TRINITY_DN202_c0_g3	1.50336976	0.063765587	0.277422722	0.219774142	NA
TRINITY_DN820_c0_g1	35.83471918	0.063720316	0.141116743	0.395944824	0.827716043
TRINITY_DN3102_c0_g1	48.63684248	0.063663176	0.135806357	0.396255228	0.827775857
TRINITY_DN74_c0_g1	7.397160002	0.063660019	0.215657681	0.376794209	NA
TRINITY_DN1864_c0_g1	5.321006738	0.063637375	0.226230224	0.36639284	NA
TRINITY_DN3785_c0_g1	5.728212733	0.063631208	0.227140152	0.365338148	NA
TRINITY_DN3319_c0_g1	32.34285499	0.063592843	0.146650621	0.396686278	0.828055017
TRINITY_DN23_c0_g3	3.749330659	0.063513149	0.245345088	0.336178069	NA
TRINITY_DN177_c1_g1	5.27065772	0.063496241	0.226119365	0.367323301	NA
TRINITY_DN8289_c0_g1	2.948585961	0.063435523	0.259735879	0.298069152	NA
TRINITY_DN3951_c0_g1	27.52108817	0.063373861	0.156551914	0.397611692	0.828183463
TRINITY_DN21674_c0_g1	16.73594291	0.063349502	0.17695584	0.395477918	0.827716043
TRINITY_DN582_c0_g1	38.33297707	0.063324848	0.138250039	0.398638009	0.828183463
TRINITY_DN4181_c1_g1	12.91197858	0.063301279	0.185089237	0.394104874	0.826861789
TRINITY_DN3940_c0_g1	1.624692403	0.063294295	0.274917955	0.234415457	NA
TRINITY_DN4277_c0_g1	2043.658937	0.063258543	0.063809482	0.261138259	0.720105561
TRINITY_DN2733_c0_g1	45.60657946	0.06325303	0.141643052	0.399121839	0.828183463
TRINITY_DN3051_c0_g1	105.023153	0.063240319	0.107827519	0.389104352	0.825237299
TRINITY_DN2608_c0_g1	36.09538291	0.063217754	0.147825681	0.399169438	0.828183463
TRINITY_DN2547_c0_g1	24.08038819	0.063216904	0.164893033	0.397937378	0.828183463
TRINITY_DN17906_c0_g1	23.99827464	0.063209639	0.225705341	0.369442039	0.811222353
TRINITY_DN953_c0_g1	60.61306383	0.063192559	0.122578263	0.39770917	0.828183463
TRINITY_DN7317_c0_g1	38.39873926	0.06316712	0.143774785	0.399662185	0.828183463
TRINITY_DN1818_c0_g2	112.4292091	0.063126758	0.105344228	0.387467285	0.824148861
TRINITY_DN16850_c0_g1	1.713330206	0.063073388	0.270503321	0.256963597	NA
TRINITY_DN3759_c0_g1	4.679128151	0.063024398	0.23486682	0.35799788	NA
TRINITY_DN884_c0_g1	3.341782439	0.062972525	0.247071442	0.335047486	NA
TRINITY_DN4712_c0_g1	1045.038856	0.062927009	0.07784193	0.327519436	0.785931488
TRINITY_DN3709_c0_g1	21.31963827	0.062910183	0.167595919	0.399662662	0.828183463
TRINITY_DN8416_c0_g1	8.21337864	0.062907947	0.20593265	0.388200453	0.824972427
TRINITY_DN4622_c0_g1	11.30179346	0.062835164	0.194084363	0.394304578	0.826861789
TRINITY_DN17333_c0_g1	23.96147324	0.062831673	0.164826078	0.400486845	0.828183463
TRINITY_DN4337_c1_g1	19.56544404	0.062752211	0.171680045	0.400179357	0.828183463
TRINITY_DN86_c0_g1	23.71839255	0.062717987	0.157881194	0.401886868	0.828183463
TRINITY_DN10677_c1_g1	4.393397587	0.062706574	0.238144498	0.354285639	NA
TRINITY_DN7799_c0_g1	310.2515943	0.062703105	0.08543137	0.353601064	0.805713943
TRINITY_DN16549_c0_g1	3.552136509	0.062688228	0.242501352	0.346236755	NA
TRINITY_DN1770_c0_g3	25.24051879	0.062679629	0.156761176	0.402233898	0.828183463
TRINITY_DN214_c0_g1	24.85201981	0.062644814	0.160234327	0.402174625	0.828183463
TRINITY_DN4098_c0_g1	1.907134788	0.06262992	0.269377817	0.263428999	NA
TRINITY_DN4782_c0_g1	20.24748891	0.062568942	0.167872846	0.401881854	0.828183463
TRINITY_DN2349_c0_g1	5.499335662	0.062555226	0.225646268	0.373273589	NA
TRINITY_DN2997_c0_g1	9.374615537	0.062546185	0.205204755	0.390861963	0.825237299
TRINITY_DN3230_c0_g1	16.89186641	0.062458814	0.173301461	0.40186899	0.828183463
TRINITY_DN9361_c0_g1	13.77995143	0.062434252	0.18806888	0.398851413	0.828183463
TRINITY_DN20943_c0_g1	48.55903427	0.062410541	0.136373381	0.404937984	0.829607343
TRINITY_DN10016_c0_g2	4.723354732	0.062402244	0.236535403	0.358686611	NA
TRINITY_DN2857_c0_g1	17.18685264	0.062394099	0.171549497	0.402553702	0.828183463
TRINITY_DN15804_c0_g1	2.328890261	0.062333917	0.264300782	0.285875907	NA
TRINITY_DN1780_c0_g1	18.7597571	0.062292812	0.171395339	0.403244367	0.828183463
TRINITY_DN2604_c0_g1	6.286405807	0.062286739	0.220285725	0.380700254	NA
TRINITY_DN1317_c0_g1	1695.197394	0.062136896	0.060912103	0.253132905	0.71337506
TRINITY_DN2999_c0_g1	19.08815257	0.062135618	0.171545516	0.404262518	0.829454497
TRINITY_DN6351_c0_g1	75.04919123	0.062064301	0.11988087	0.404960028	0.829607343
TRINITY_DN17454_c1_g1	37.62240116	0.062032326	0.14480283	0.407403922	0.831749642
TRINITY_DN11255_c0_g1	30.54636478	0.062020348	0.150147531	0.407182065	0.831749642
TRINITY_DN1841_c0_g2	115.9617092	0.061930609	0.105736941	0.396740088	0.828055017
TRINITY_DN10699_c0_g1	10.83876034	0.061918266	0.1972847	0.398827814	0.828183463
TRINITY_DN1281_c0_g1	36.25396926	0.061916138	0.144491932	0.408221007	0.832190896
TRINITY_DN9258_c0_g1	38.49314069	0.061901882	0.139230343	0.408487236	0.832478732
TRINITY_DN6758_c1_g1	2.860754046	0.061882552	0.250480108	0.332094114	NA
TRINITY_DN1688_c0_g1	12.67122808	0.061868124	0.186394154	0.402988419	0.828183463
TRINITY_DN3418_c0_g1	53.59480426	0.061849464	0.132995142	0.408771986	0.832549367
TRINITY_DN6331_c1_g1	3.633003264	0.061827117	0.2423745	0.35099665	NA
TRINITY_DN3939_c0_g1	86.49655152	0.061709614	0.120513494	0.407740766	0.831910063
TRINITY_DN3613_c1_g1	4.485840055	0.061697109	0.233443946	0.367577905	NA
TRINITY_DN3810_c0_g1	1.545188954	0.061668339	0.27570417	0.233290551	NA
TRINITY_DN15279_c0_g1	7.753826781	0.061640567	0.208482553	0.394429715	0.826861789
TRINITY_DN3490_c0_g2	2.019693894	0.061627495	0.263101986	0.29316627	NA
TRINITY_DN19213_c0_g1	9.346759698	0.061604807	0.198286172	0.400378633	0.828183463
TRINITY_DN280_c8_g1	909.1051077	0.06158754	0.067052055	0.291116688	0.745196043
TRINITY_DN12362_c0_g1	6.062029891	0.061585189	0.223475044	0.381472451	NA
TRINITY_DN2903_c0_g1	12.43213716	0.06154176	0.185064969	0.405478942	0.830159532
TRINITY_DN712_c1_g1	6.274681118	0.061506208	0.219749616	0.385909785	NA
TRINITY_DN1149_c0_g1	13.25641206	0.061498998	0.188211218	0.404862096	0.829607343
TRINITY_DN1513_c0_g1	60.0734329	0.061466506	0.123413078	0.410292727	0.83325243
TRINITY_DN1428_c0_g1	28.08140505	0.061453805	0.158086283	0.410408656	0.83325243
TRINITY_DN1496_c0_g1	17.59005912	0.061453134	0.172056276	0.408725624	0.832549367
TRINITY_DN4198_c0_g1	1.924540622	0.061430687	0.26463661	0.287838054	NA
TRINITY_DN317_c0_g1	76.16331813	0.061382335	0.124851688	0.411202874	0.83325243
TRINITY_DN33719_c0_g1	34.64278824	0.061359925	0.142867822	0.412161289	0.833809893
TRINITY_DN107_c0_g1	38.24547137	0.061344303	0.13929204	0.412392886	0.833809893
TRINITY_DN1675_c0_g1	23.64163613	0.061331341	0.157821905	0.411269098	0.83325243
TRINITY_DN266_c0_g1	7.881993303	0.061251241	0.209809725	0.395938669	0.827716043
TRINITY_DN9411_c0_g1	8.690726143	0.061244793	0.202194144	0.400728315	0.828183463
TRINITY_DN3966_c1_g1	106.6958661	0.061244636	0.110490849	0.406039593	0.830796438
TRINITY_DN3813_c1_g1	11.90803579	0.061235388	0.1872553	0.406871575	0.831731945
TRINITY_DN1970_c0_g1	5.457375872	0.061139337	0.222894246	0.384786525	NA
TRINITY_DN2719_c0_g1	6.069436036	0.061069567	0.219666742	0.388637581	NA
TRINITY_DN1879_c0_g1	12.29727392	0.061067182	0.187728595	0.40783335	0.831910063
TRINITY_DN4577_c0_g1	10.87066092	0.060975441	0.21157385	0.39635768	0.827775857
TRINITY_DN9501_c0_g1	5.294087828	0.060942951	0.225933131	0.382377416	NA
TRINITY_DN1023_c0_g1	17.26599364	0.060881751	0.179009554	0.411279366	0.83325243
TRINITY_DN3116_c0_g1	3.526125999	0.06083917	0.246590378	0.346937554	NA
TRINITY_DN2052_c0_g1	43.32695802	0.060824615	0.137111006	0.416104041	0.834349243
TRINITY_DN2840_c0_g1	3.701117305	0.060758113	0.238768812	0.363788817	NA
TRINITY_DN4039_c0_g1	65.0631373	0.060715286	0.124657297	0.416007201	0.834349243
TRINITY_DN1154_c0_g1	24.11737981	0.060704023	0.162924145	0.41501392	0.834349243
TRINITY_DN3704_c0_g1	18.74038169	0.060648603	0.172042724	0.414134915	0.834349243
TRINITY_DN2738_c0_g1	13.11020123	0.060572339	0.182813429	0.41246466	0.833809893
TRINITY_DN9847_c0_g1	22.46457828	0.060554625	0.164813355	0.415805214	0.834349243
TRINITY_DN3574_c0_g1	29.39431251	0.060523701	0.150017529	0.417538045	0.834938517
TRINITY_DN4662_c0_g1	40.25881565	0.060504214	0.142646083	0.418185648	0.834938517
TRINITY_DN10071_c0_g1	9.381395812	0.060457388	0.203638485	0.404958743	0.829607343
TRINITY_DN3026_c0_g1	8.426446114	0.060419608	0.203502402	0.405280663	0.830008815
TRINITY_DN1124_c0_g1	129.4493675	0.060373873	0.105257849	0.407972328	0.831938671
TRINITY_DN3916_c0_g1	19.26173496	0.060371117	0.167992322	0.416632973	0.834349243
TRINITY_DN2199_c0_g1	39.96288814	0.060324137	0.141190786	0.419535389	0.836505153
TRINITY_DN4399_c1_g1	10.2499273	0.060224278	0.19476705	0.410858951	0.83325243
TRINITY_DN1885_c0_g1	5.059822395	0.060210811	0.229600648	0.381858552	NA
TRINITY_DN4146_c0_g1	93.87398552	0.060191893	0.113579232	0.41592416	0.834349243
TRINITY_DN83_c1_g1	5.423039577	0.060149724	0.225547962	0.387607882	NA
TRINITY_DN9105_c0_g1	1.511601787	0.060144388	0.27413325	0.245593739	NA
TRINITY_DN12_c0_g1	36.27386141	0.060064541	0.145132217	0.421141189	0.837671619
TRINITY_DN3346_c0_g1	7.68905201	0.060036288	0.211039298	0.402686635	0.828183463
TRINITY_DN2100_c0_g1	4.02097662	0.060008022	0.239326053	0.366917395	NA
TRINITY_DN6727_c0_g1	12.27030365	0.059968222	0.18672469	0.415417904	0.834349243
TRINITY_DN5894_c0_g1	1.994844613	0.059936252	0.263841581	0.29674111	NA
TRINITY_DN280_c1_g2	9.732792394	0.059925137	0.19876446	0.411016885	0.83325243
TRINITY_DN2941_c0_g1	4.337230586	0.059923409	0.233251408	0.378058765	NA
TRINITY_DN1164_c0_g1	26.95550967	0.059826794	0.158755195	0.421545511	0.837805974
TRINITY_DN4385_c1_g1	1.464766309	0.059736148	0.276437115	0.232444335	NA
TRINITY_DN5432_c0_g1	2.028198576	0.059706279	0.262688628	0.302343307	NA
TRINITY_DN29608_c1_g1	51.12662451	0.059685738	0.136125701	0.424278653	0.840208656
TRINITY_DN11045_c0_g1	113.1450774	0.059658082	0.109423343	0.417179969	0.834861507
TRINITY_DN2888_c1_g2	15.87427727	0.05961821	0.178567704	0.419885885	0.836505153
TRINITY_DN6105_c0_g1	209.2488681	0.05935646	0.098470931	0.407194415	0.831749642
TRINITY_DN5553_c1_g1	2.872849966	0.059336361	0.248960911	0.348839772	NA
TRINITY_DN1282_c0_g1	60.6495633	0.059329109	0.12387722	0.426060139	0.84113512
TRINITY_DN10341_c1_g4	7.449064366	0.059201527	0.209469641	0.409223115	NA
TRINITY_DN2033_c4_g1	8.193977806	0.059193772	0.203100829	0.413484521	0.834349243
TRINITY_DN7293_c0_g1	4.681229382	0.059151451	0.227703476	0.390853557	NA
TRINITY_DN4151_c0_g1	48.79570529	0.059142255	0.129955518	0.428143009	0.842613906
TRINITY_DN1876_c1_g1	29.70481852	0.059125065	0.14929905	0.427466395	0.842028042
TRINITY_DN5229_c1_g1	51.38550943	0.059116534	0.128936429	0.428267567	0.842613906
TRINITY_DN7077_c0_g1	2.178531589	0.059075255	0.258191386	0.321969864	NA
TRINITY_DN3096_c0_g1	20.99528046	0.05907481	0.163256765	0.426238812	0.84113512
TRINITY_DN15837_c1_g1	5.643031453	0.059074223	0.226823858	0.392507015	NA
TRINITY_DN8000_c0_g1	13.30697801	0.059064997	0.180782871	0.423142855	0.839727311
TRINITY_DN5128_c0_g1	10.81326706	0.058932709	0.203221904	0.415131005	0.834349243
TRINITY_DN301_c0_g1	21.42809561	0.058906219	0.162634392	0.427502615	0.842028042
TRINITY_DN2326_c0_g1	208.7075836	0.058880294	0.09475466	0.404731736	0.829607343
TRINITY_DN6307_c0_g1	4.642313635	0.058863819	0.228582017	0.391389817	NA
TRINITY_DN218_c0_g2	25.83999752	0.058855299	0.154608995	0.428836275	0.843217193
TRINITY_DN345_c0_g2	18.36478363	0.058849741	0.171713998	0.426511263	0.841146916
TRINITY_DN5751_c0_g1	30.14176408	0.058788816	0.149864719	0.429810703	0.843732618
TRINITY_DN5372_c0_g1	4.31236052	0.058786331	0.233030764	0.385127592	NA
TRINITY_DN533_c2_g1	3.174200937	0.05875093	0.244153023	0.363779356	NA
TRINITY_DN7808_c0_g1	5.781980227	0.058749508	0.222757797	0.399588061	NA
TRINITY_DN465_c0_g1	132.091627	0.058746312	0.108321233	0.423283565	0.839747234
TRINITY_DN3083_c0_g1	4.838816061	0.058734914	0.228505914	0.392284056	NA
TRINITY_DN6165_c0_g1	4.974304555	0.058726935	0.227258404	0.394055646	NA
TRINITY_DN27854_c0_g1	5.858213824	0.058703933	0.219506931	0.403487557	NA
TRINITY_DN3264_c0_g1	9.570427135	0.058683044	0.195614405	0.420732541	0.837440136
TRINITY_DN2524_c0_g1	26.80206637	0.05868071	0.154940515	0.430038854	0.843732618
TRINITY_DN5260_c0_g1	37.7316995	0.058612116	0.140705678	0.431862784	0.844738321
TRINITY_DN1415_c1_g1	14.22991907	0.058595085	0.180899384	0.426336446	0.84113512
TRINITY_DN2626_c0_g1	3.988065616	0.058592605	0.23781238	0.377891018	NA
TRINITY_DN6365_c0_g1	7.351303342	0.058480266	0.213784472	0.4104188	NA
TRINITY_DN27627_c0_g1	10.66951656	0.058410624	0.189725856	0.424939525	0.840929816
TRINITY_DN6799_c0_g1	6.778175794	0.058394514	0.211106553	0.413211281	NA
TRINITY_DN372_c7_g1	8.406792212	0.058378815	0.204877782	0.417772574	0.834938517
TRINITY_DN11220_c0_g1	2.761534947	0.058351734	0.250085964	0.350946804	NA
TRINITY_DN2677_c0_g1	12.22659603	0.058302364	0.184391828	0.427405514	0.842028042
TRINITY_DN1329_c0_g1	17.13259547	0.058181511	0.172067535	0.431105444	0.843983413
TRINITY_DN4023_c0_g1	14.1375861	0.058108262	0.183208609	0.429080783	0.843217193
TRINITY_DN5195_c0_g1	22.94894868	0.058097135	0.161424649	0.433377211	0.845524461
TRINITY_DN8369_c0_g1	19.56920626	0.058087013	0.167256366	0.432591752	0.845206885
TRINITY_DN4188_c0_g1	22.60968563	0.058060676	0.162002577	0.4335567	0.845524461
TRINITY_DN8551_c0_g1	23.81735829	0.057960754	0.158836732	0.434693317	0.846253832
TRINITY_DN31515_c0_g1	70.3187915	0.057916807	0.120483751	0.435915068	0.846572807
TRINITY_DN7687_c0_g1	4.702526877	0.057893961	0.228513816	0.397454266	NA
TRINITY_DN278_c3_g1	13.28080442	0.057774908	0.182240981	0.4316577	0.844738321
TRINITY_DN169_c0_g1	67.84947696	0.057761538	0.126923214	0.438194254	0.84804272
TRINITY_DN2390_c1_g1	281.1598167	0.057731699	0.0891568	0.402316268	0.828183463
TRINITY_DN8577_c0_g1	4.299780126	0.057708532	0.234311728	0.389464536	NA
TRINITY_DN8046_c0_g1	7.438130561	0.05769206	0.208707009	0.419686775	NA
TRINITY_DN3731_c0_g1	2.273724313	0.057687889	0.256383457	0.334801123	NA
TRINITY_DN3506_c2_g2	9.992789751	0.057645726	0.195286788	0.427906318	0.842401025
TRINITY_DN9061_c0_g1	72.44127474	0.057640232	0.119238878	0.437672482	0.84804272
TRINITY_DN3741_c0_g1	26.640293	0.057619424	0.152615194	0.437918221	0.84804272
TRINITY_DN6946_c0_g1	1.533376317	0.057580514	0.272211135	0.263316128	NA
TRINITY_DN16349_c0_g1	26.07409956	0.057579578	0.15447562	0.437981439	0.84804272
